Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,2343237
0.02,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,4686474
0.03,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,7029711
0.04,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,9372948
0.05,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,11716190
0.06,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,14059420
0.07,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,16402660
0.08,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,18745900
0.09,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,21089130
0.1,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,23432370
0.11,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,25775610
0.12,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,28118840
0.13,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,30462080
0.14,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,32805320
0.15,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,35148560
0.16,0,0.576773478,0.576773478,0.532466403,0.576773478,0.532466403,0,0,0,0,14.0152203,292.884155,274.0271921,37491790
0.17,0,0.576773501,0.576773501,0.532466426,0.576773501,0.532466426,0,0,0,0,14.0152203,292.884155,274.0271921,39835030
0.18,0,0.576773465,0.576773465,0.53246639,0.576773465,0.53246639,0,0,0,0,14.0152203,292.884155,274.0271921,42178270
0.19,0,0.576773119,0.576773119,0.532466044,0.576773119,0.532466044,0,0,0,0,14.0152203,292.884155,274.0271921,44521500
0.2,0,0.576772464,0.576772464,0.532465389,0.576772464,0.532465389,0,0,0,0,14.0152203,292.884155,274.0271921,46864740
0.21,0,0.576771503,0.576771503,0.532464428,0.576771503,0.532464428,0,0,0,0,14.0152203,292.884155,274.0271921,49207980
0.22,0,0.576770239,0.576770239,0.532463164,0.576770239,0.532463164,0,0,0,0,14.0152203,292.884155,274.0271921,51551220
0.23,0,0.576768675,0.576768675,0.5324616,0.576768675,0.5324616,0,0,0,0,14.0152203,292.884155,274.0271921,53894450
0.24,0,0.576766812,0.576766812,0.532459737,0.576766812,0.532459737,0,0,0,0,14.0152203,292.884155,274.0271921,56237690
0.25,0,0.576764654,0.576764654,0.532457579,0.576764654,0.532457579,0,0,0,0,14.0152203,292.884155,274.0271921,58580930
0.26,0,0.576814352,0.576814352,0.532507277,0.576814352,0.532507277,0,0,0,0,14.0152203,292.884155,274.0271921,60924160
0.27,0,0.57686376,0.57686376,0.532556685,0.57686376,0.532556685,0,0,0,0,14.0152203,292.884155,274.0271921,63267400
0.28,0,0.576912879,0.576912879,0.532605804,0.576912879,0.532605804,0,0,0,0,14.0152203,292.884155,274.0271921,65610640
0.29,0,0.576961713,0.576961713,0.532654638,0.576961713,0.532654638,0,0,0,0,14.0152203,292.884155,274.0271921,67953870
0.3,0,0.577010263,0.577010263,0.532703188,0.577010263,0.532703188,0,0,0,0,14.0152203,292.884155,274.0271921,70297110
0.31,0,0.577058531,0.577058531,0.532751457,0.577058531,0.532751457,0,0,0,0,14.0152203,292.884155,274.0271921,72640350
0.32,0,0.577106521,0.577106521,0.532799446,0.577106521,0.532799446,0,0,0,0,14.0152203,292.884155,274.0271921,74983580
0.33,0,0.577154235,0.577154235,0.53284716,0.577154235,0.53284716,0,0,0,0,14.0152203,292.884155,274.0271921,77326820
0.34,0,0.577201674,0.577201674,0.532894599,0.577201674,0.532894599,0,0,0,0,14.0152203,292.884155,274.0271921,79670060
0.35,0,0.577248841,0.577248841,0.532941766,0.577248841,0.532941766,0,0,0,0,14.0152203,292.884155,274.0271921,82013300
0.36,0,0.577295738,0.577295738,0.532988663,0.577295738,0.532988663,0,0,0,0,14.0152203,292.884155,274.0271921,84356540
0.37,0,0.577342368,0.577342368,0.533035293,0.577342368,0.533035293,0,0,0,0,14.0152203,292.884155,274.0271921,86699780
0.38,0,0.577388733,0.577388733,0.533081658,0.577388733,0.533081658,0,0,0,0,14.0152203,292.884155,274.0271921,89043010
0.39,0,0.577434834,0.577434834,0.533127759,0.577434834,0.533127759,0,0,0,0,14.0152203,292.884155,274.0271921,91386240
0.4,0,0.577480675,0.577480675,0.5331736,0.577480675,0.5331736,0,0,0,0,14.0152203,292.884155,274.0271921,93729490
0.41,0,0.577526257,0.577526257,0.533219182,0.577526257,0.533219182,0,0,0,0,14.0152203,292.884155,274.0271921,96072720
0.42,0,0.577571582,0.577571582,0.533264507,0.577571582,0.533264507,0,0,0,0,14.0152203,292.884155,274.0271921,98415950
0.43,0,0.577616652,0.577616652,0.533309578,0.577616652,0.533309578,0,0,0,0,14.0152203,292.884155,274.0271921,100759200
0.44,0,0.577661471,0.577661471,0.533354396,0.577661471,0.533354396,0,0,0,0,14.0152203,292.884155,274.0271921,103102400
0.45,0,0.577706039,0.577706039,0.533398964,0.577706039,0.533398964,0,0,0,0,14.0152203,292.884155,274.0271921,105445700
0.46,0,0.577750358,0.577750358,0.533443284,0.577750358,0.533443284,0,0,0,0,14.0152203,292.884155,274.0271921,107788900
0.47,0,0.577794432,0.577794432,0.533487357,0.577794432,0.533487357,0,0,0,0,14.0152203,292.884155,274.0271921,110132100
0.48,0,0.577838261,0.577838261,0.533531186,0.577838261,0.533531186,0,0,0,0,14.0152203,292.884155,274.0271921,112475400
0.49,0,0.577881848,0.577881848,0.533574773,0.577881848,0.533574773,0,0,0,0,14.0152203,292.884155,274.0271921,114818600
0.5,0,0.577925195,0.577925195,0.53361812,0.577925195,0.53361812,0,0,0,0,14.0152203,292.884155,274.0271921,117161900
0.51,0,0.577968304,0.577968304,0.533661229,0.577968304,0.533661229,0,0,0,0,14.0152203,292.884155,274.0271921,119505100
0.52,0,0.578011157,0.578011157,0.533704082,0.578011157,0.533704082,0,0,0,0,14.0152203,292.884155,274.0271921,121848300
0.53,0,0.578053814,0.578053814,0.533746739,0.578053814,0.533746739,0,0,0,0,14.0152203,292.884155,274.0271921,124191600
0.54,0,0.578096219,0.578096219,0.533789145,0.578096219,0.533789145,0,0,0,0,14.0152203,292.884155,274.0271921,126534800
0.55,0,0.578138394,0.578138394,0.53383132,0.578138394,0.53383132,0,0,0,0,14.0152203,292.884155,274.0271921,128878000
0.56,0,0.578180341,0.578180341,0.533873266,0.578180341,0.533873266,0,0,0,0,14.0152203,292.884155,274.0271921,131221300
0.57,0,0.57822206,0.57822206,0.533914986,0.57822206,0.533914986,0,0,0,0,14.0152203,292.884155,274.0271921,133564500
0.58,0,0.578263555,0.578263555,0.53395648,0.578263555,0.53395648,0,0,0,0,14.0152203,292.884155,274.0271921,135907700
0.59,0,0.578304827,0.578304827,0.533096185,0.578304827,0.533096185,0,0,0,0,14.0152203,292.884155,274.0271921,138251000
0.6,0,0.578345877,0.578345877,0.532235669,0.578345877,0.532235669,0,0,0,0,14.0152203,292.884155,274.0271921,140594200
0.61,0,0.578481064,0.578481064,0.531469289,0.578481064,0.531469289,0,0,0,0,14.0152203,292.884155,274.0271921,142937500
0.62,0,0.578612662,0.578612662,0.53069932,0.578612662,0.53069932,0,0,0,0,14.0152203,292.884155,274.0271921,145280700
0.63,0,0.578744044,0.578744044,0.529929136,0.578744044,0.529929136,0,0,0,0,14.0152203,292.884155,274.0271921,147623900
0.64,0,0.578875193,0.578875193,0.529158718,0.578875193,0.529158718,0,0,0,0,14.0152203,292.884155,274.0271921,149967200
0.65,0,0.579006149,0.579006149,0.528388107,0.579006149,0.528388107,0,0,0,0,14.0152203,292.884155,274.0271921,152310400
0.66,0,0.579136894,0.579136894,0.527617285,0.579136894,0.527617285,0,0,0,0,14.0152203,292.884155,274.0271921,154653600
0.67,0,0.57926743,0.57926743,0.526846255,0.57926743,0.526846255,0,0,0,0,14.0152203,292.884155,274.0271921,156996900
0.68,0,0.57939774,0.57939774,0.526074998,0.57939774,0.526074998,0,0,0,0,14.0152203,292.884155,274.0271921,159340100
0.69,0,0.579527863,0.579527863,0.525303554,0.579527863,0.525303554,0,0,0,0,14.0152203,292.884155,274.0271921,161683400
0.7,0,0.579657783,0.579657783,0.524531907,0.579657783,0.524531907,0,0,0,0,14.0152203,292.884155,274.0271921,164026600
0.71,0,0.5797875,0.5797875,0.523760058,0.5797875,0.523760058,0,0,0,0,14.0152203,292.884155,274.0271921,166369800
0.72,0,0.579916998,0.579916998,0.522987988,0.579916998,0.522987988,0,0,0,0,14.0152203,292.884155,274.0271921,168713100
0.73,0,0.580046315,0.580046315,0.522215739,0.580046315,0.522215739,0,0,0,0,14.0152203,292.884155,274.0271921,171056300
0.74,0,0.580175436,0.580175436,0.521443293,0.580175436,0.521443293,0,0,0,0,14.0152203,292.884155,274.0271921,173399600
0.75,0,0.58030436,0.58030436,0.520670651,0.58030436,0.520670651,0,0,0,0,14.0152203,292.884155,274.0271921,175742800
0.76,0,0.580433072,0.580433072,0.519897795,0.580433072,0.519897795,0,0,0,0,14.0152203,292.884155,274.0271921,178086000
0.77,0,0.580561609,0.580561609,0.519124766,0.580561609,0.519124766,0,0,0,0,14.0152203,292.884155,274.0271921,180429200
0.78,0,0.580689956,0.580689956,0.518351546,0.580689956,0.518351546,0,0,0,0,14.0152203,292.884155,274.0271921,182772500
0.79,0,0.580818113,0.580818113,0.517578137,0.580818113,0.517578137,0,0,0,0,14.0152203,292.884155,274.0271921,185115700
0.8,0,0.580946064,0.580946064,0.516804521,0.580946064,0.516804521,0,0,0,0,14.0152203,292.884155,274.0271921,187459000
0.81,0,0.581073847,0.581073847,0.516030737,0.581073847,0.516030737,0,0,0,0,14.0152203,292.884155,274.0271921,189802200
0.82,0,0.581201445,0.581201445,0.515256768,0.581201445,0.515256768,0,0,0,0,14.0152203,292.884155,274.0271921,192145400
0.83,0,0.581328859,0.581328859,0.514482616,0.581328859,0.514482616,0,0,0,0,14.0152203,292.884155,274.0271921,194488700
0.84,0,0.581456092,0.581456092,0.513708282,0.581456092,0.513708282,0,0,0,0,14.0152203,292.884155,274.0271921,196831900
0.85,0,0.581583125,0.581583125,0.512933748,0.581583125,0.512933748,0,0,0,0,14.0152203,292.884155,274.0271921,199175200
0.86,0,0.581709998,0.581709998,0.512159055,0.581709998,0.512159055,0,0,0,0,14.0152203,292.884155,274.0271921,201518400
0.87,0,0.581836694,0.581836694,0.511384184,0.581836694,0.511384184,0,0,0,0,14.0152203,292.884155,274.0271921,203861600
0.88,0,0.581963213,0.581963213,0.510609136,0.581963213,0.510609136,0,0,0,0,14.0152203,292.884155,274.0271921,206204900
0.89,0,0.582089539,0.582089539,0.509833895,0.582089539,0.509833895,0,0,0,0,14.0152203,292.884155,274.0271921,208548100
0.9,0,0.582215711,0.582215711,0.5090585,0.582215711,0.5090585,0,0,0,0,14.0152203,292.884155,274.0271921,210891300
0.91,0,0.586174777,0.586174777,0.512520098,0.586174777,0.512520098,0,0,0,0,13.93208616,293.0741421,274.0476893,213234600
0.92,0,0.598051978,0.598051978,0.522904891,0.598051978,0.522904891,0,0,0,0,13.84895201,293.2641292,274.0681865,215577800
0.93,0,0.615004139,0.615004139,0.536689714,0.615004139,0.536689714,0,0,0,0,13.76581787,293.4541163,274.0886837,217921100
0.94,0,0.631092661,0.631092661,0.54868217,0.631092661,0.54868217,0,0,0,0,13.68268372,293.6441034,274.1091809,220264300
0.95,0,0.647181182,0.647181182,0.560674626,0.647181182,0.560674626,0,0,0,0,13.59954958,293.8340904,274.1296781,222607500
0.96,0,0.663269704,0.663269704,0.572667082,0.663269704,0.572667082,0,0,0,0,13.51641543,294.0240775,274.1501754,224950800
0.97,0,0.679358226,0.679358226,0.584659537,0.679358226,0.584659537,0,0,0,0,13.43328129,294.2140646,274.1706726,227294000
0.98,0,0.695446747,0.695446747,0.596651993,0.695446747,0.596651993,0,0,0,0,13.35014715,294.4040517,274.1911698,229637200
0.99,0,0.711535269,0.711535269,0.608644449,0.711535269,0.608644449,0,0,0,0,13.267013,294.5940387,274.211667,231980500
1,0,0.727623791,0.727623791,0.620636905,0.727623791,0.620636905,0,0,0,0,13.18387886,294.7840258,274.2321642,234323700
1.01,0,0.743712312,0.743712312,0.63262936,0.743712312,0.63262936,0,0,0,0,13.10074471,294.9740129,274.2526614,236666900
1.02,0,0.759800834,0.759800834,0.644621816,0.759800834,0.644621816,0,0,0,0,13.01761057,295.164,274.2731586,239010200
1.03,0,0.775889356,0.775889356,0.656614272,0.775889356,0.656614272,0,0,0,0,12.93447642,295.353987,274.2936558,241353400
1.04,0,0.791977877,0.791977877,0.668606728,0.791977877,0.668606728,0,0,0,0,12.85134228,295.5439741,274.314153,243696600
1.05,0,0.808066399,0.808066399,0.680599184,0.808066399,0.680599184,0,0,0,0,12.76820813,295.7339612,274.3346503,246039900
1.06,0,0.805973487,0.805973487,0.679046273,0.805973487,0.679046273,0,0,0,0,12.82684389,296.181257,274.7702966,248383100
1.07,0,0.803899395,0.803899395,0.677512181,0.803899395,0.677512181,0,0,0,0,12.88114418,296.5911159,275.1705256,250726400
1.08,0,0.801843443,0.801843443,0.675996231,0.801843443,0.675996231,0,0,0,0,12.93203793,296.9715158,275.5428826,253069600
1.09,0,0.799805001,0.799805001,0.674497789,0.799805001,0.674497789,0,0,0,0,12.98645165,297.3826017,275.9443811,255412800
1.1,0,0.797783461,0.797783461,0.67301625,0.797783461,0.67301625,0,0,0,0,13.04402609,297.8196706,276.3708864,257756100
1.11,0,0.795778294,0.795778294,0.671551084,0.795778294,0.671551084,0,0,0,0,13.10045687,298.2447462,276.7864918,260099300
1.12,0,0.793788948,0.793788948,0.670101739,0.793788948,0.670101739,0,0,0,0,13.15563612,298.6569049,277.1903016,262442600
1.13,0,0.791814928,0.791814928,0.66866772,0.791814928,0.66866772,0,0,0,0,13.20952238,299.0558292,277.5819899,264785800
1.14,0,0.789855779,0.789855779,0.667248572,0.789855779,0.667248572,0,0,0,0,13.26211663,299.4418014,277.9617581,267129000
1.15,0,0.787911016,0.787911016,0.665843809,0.787911016,0.665843809,0,0,0,0,13.3134443,299.8149367,278.3297213,269472300
1.16,0,0.785258035,0.785258035,0.66373083,0.785258035,0.66373083,0,0,0,0,13.36354804,300.1759286,278.6864652,271815500
1.17,0,0.782595209,0.782595209,0.661608005,0.782595209,0.661608005,0,0,0,0,13.41247796,300.5252937,279.0324543,274158700
1.18,0,0.779948661,0.779948661,0.659501458,0.779948661,0.659501458,0,0,0,0,13.46028816,300.8636664,279.3682511,276502000
1.19,0,0.777240358,0.777240358,0.657333156,0.777240358,0.657333156,0,0,0,0,13.50703405,301.1916046,279.6943628,278845200
1.2,0,0.774345253,0.774345253,0.65462705,0.774345253,0.65462705,0,0,0,0,13.55277124,301.5095787,280.0112309,281188400
1.21,0,0.771467827,0.771467827,0.651749625,0.771467827,0.651749625,0,0,0,0,13.5484791,301.521219,280.0133634,283531700
1.22,0,0.768607883,0.768607883,0.648889681,0.768607883,0.648889681,0,0,0,0,13.53299605,301.4634196,279.9443648,285874900
1.23,0,0.765764882,0.765764882,0.64604668,0.765764882,0.64604668,0,0,0,0,13.51764555,301.4053711,279.8753604,288218200
1.24,0,0.762938704,0.762938704,0.643220501,0.762938704,0.643220501,0,0,0,0,13.50240274,301.3468562,279.806145,290561400
1.25,0,0.760128978,0.760128978,0.640410776,0.760128978,0.640410776,0,0,0,0,13.48724843,301.2878588,279.7366767,292904600
1.26,0,0.757336724,0.757336724,0.637618521,0.757336724,0.637618521,0,0,0,0,13.47592723,301.130799,279.5980996,295247900
1.27,0,0.75456456,0.75456456,0.634846358,0.75456456,0.634846358,0,0,0,0,13.46461528,300.9742581,279.4599662,297591100
1.28,0,0.751810419,0.751810419,0.632092217,0.751810419,0.632092217,0,0,0,0,13.45330441,300.81819,279.322228,299934300
1.29,0,0.749073522,0.749073522,0.629355319,0.749073522,0.629355319,0,0,0,0,13.44198891,300.66249,279.1847953,302277600
1.3,0,0.746353217,0.746353217,0.626635015,0.746353217,0.626635015,0,0,0,0,13.43066365,300.5068999,279.0474621,304620800
1.31,0,0.743649354,0.743649354,0.623931151,0.743649354,0.623931151,0,0,0,0,13.41932598,300.3516756,278.91042,306964000
1.32,0,0.74096135,0.74096135,0.621243148,0.74096135,0.621243148,0,0,0,0,13.40797196,300.1964958,278.7734168,309307300
1.33,0,0.738289073,0.738289073,0.618570871,0.738289073,0.618570871,0,0,0,0,13.39659983,300.0413855,278.6364685,311650500
1.34,0,0.735632082,0.735632082,0.61591388,0.735632082,0.61591388,0,0,0,0,13.38520817,299.886292,278.4995329,313993800
1.35,0,0.732990287,0.732990287,0.613272085,0.732990287,0.613272085,0,0,0,0,13.37379581,299.731251,278.3626352,316337000
1.36,0,0.730363273,0.730363273,0.61064507,0.730363273,0.61064507,0,0,0,0,13.36236092,299.5761346,278.2256748,318680300
1.37,0,0.727750918,0.727750918,0.608032716,0.727750918,0.608032716,0,0,0,0,13.35090455,299.4209157,278.0886328,321023500
1.38,0,0.725152985,0.725152985,0.605434783,0.725152985,0.605434783,0,0,0,0,13.33942519,299.2656345,277.9515377,323366700
1.39,0,0.722569306,0.722569306,0.602851104,0.722569306,0.602851104,0,0,0,0,13.32792334,299.1101861,277.8143101,325710000
1.4,0,0.719999563,0.719999563,0.600281361,0.719999563,0.600281361,0,0,0,0,13.31639838,298.9546198,277.676987,328053200
1.41,0,0.71744359,0.71744359,0.597725387,0.71744359,0.597725387,0,0,0,0,13.30485039,298.7989119,277.5395505,330396400
1.42,0,0.714901189,0.714901189,0.595182986,0.714901189,0.595182986,0,0,0,0,13.29328045,298.6430454,277.4019895,332739600
1.43,0,0.712372294,0.712372294,0.592654091,0.712372294,0.592654091,0,0,0,0,13.28168781,298.4869149,277.2642226,335082900
1.44,0,0.709856616,0.709856616,0.590138414,0.709856616,0.590138414,0,0,0,0,13.26263034,298.3305846,277.1647035,337426100
1.45,0,0.707354028,0.707354028,0.587635826,0.707354028,0.587635826,0,0,0,0,13.2394365,298.1740356,277.0862163,339769400
1.46,0,0.704864349,0.704864349,0.585146147,0.704864349,0.585146147,0,0,0,0,13.21622206,298.0173373,277.0075823,342112600
1.47,0,0.702387358,0.702387358,0.582669156,0.702387358,0.582669156,0,0,0,0,13.19298679,297.8603107,276.9286643,344455900
1.48,0,0.699923057,0.699923057,0.580204855,0.699923057,0.580204855,0,0,0,0,13.16973108,297.7030238,276.8495146,346799100
1.49,0,0.697471151,0.697471151,0.577752949,0.697471151,0.577752949,0,0,0,0,13.14645525,297.5454619,276.7701223,349142300
1.5,0,0.695031499,0.695031499,0.575313296,0.695031499,0.575313296,0,0,0,0,13.12316009,297.3876158,276.6904813,351485600
1.51,0,0.692604016,0.692604016,0.572885814,0.692604016,0.572885814,0,0,0,0,13.09984674,297.2295591,276.6106498,353828800
1.52,0,0.690188538,0.690188538,0.570470336,0.690188538,0.570470336,0,0,0,0,13.07651425,297.0711123,276.5304884,356172000
1.53,0,0.687784981,0.687784981,0.568066779,0.687784981,0.568066779,0,0,0,0,13.05316439,296.912434,276.4501212,358515300
1.54,0,0.685393077,0.685393077,0.565674875,0.685393077,0.565674875,0,0,0,0,13.02979633,296.7534266,276.3694718,360858500
1.55,0,0.683012851,0.683012851,0.563294649,0.683012851,0.563294649,0,0,0,0,13.00641196,296.5940927,276.2885448,363201700
1.56,0,0.680644023,0.680644023,0.560925821,0.680644023,0.560925821,0,0,0,0,12.98301075,296.4344166,276.2073271,365545000
1.57,0,0.678286638,0.678286638,0.558568436,0.678286638,0.558568436,0,0,0,0,12.95959287,296.2744673,276.1258716,367888200
1.58,0,0.675940434,0.675940434,0.556222232,0.675940434,0.556222232,0,0,0,0,12.93615983,296.1141659,276.0441197,370231500
1.59,0,0.673605363,0.673605363,0.553887161,0.673605363,0.553887161,0,0,0,0,12.91271149,295.953503,275.9620637,372574700
1.6,0,0.671281254,0.671281254,0.551563052,0.671281254,0.551563052,0,0,0,0,12.88924764,295.7925444,275.8797533,374918000
1.61,0,0.668968068,0.668968068,0.549249866,0.668968068,0.549249866,0,0,0,0,12.86576996,295.6312155,275.7971336,377261200
1.62,0,0.666665622,0.666665622,0.54694742,0.666665622,0.54694742,0,0,0,0,12.84227783,295.4695801,275.7142524,379604400
1.63,0,0.664373895,0.664373895,0.544655693,0.664373895,0.544655693,0,0,0,0,12.8187723,295.3074826,275.6309906,381947600
1.64,0,0.662092645,0.662092645,0.542374442,0.662092645,0.542374442,0,0,0,0,12.79525325,295.1451459,275.54752,384290900
1.65,0,0.659821909,0.659821909,0.540103707,0.659821909,0.540103707,0,0,0,0,12.77172104,294.98241,275.463717,386634100
1.66,0,0.657561514,0.657561514,0.537843312,0.657561514,0.537843312,0,0,0,0,12.74817667,294.819274,275.379582,388977300
1.67,0,0.655311316,0.655311316,0.535593114,0.655311316,0.535593114,0,0,0,0,12.72461954,294.6558031,275.2951641,391320600
1.68,0,0.653071374,0.653071374,0.533353171,0.653071374,0.533353171,0,0,0,0,12.70105047,294.4919193,275.2104038,393663800
1.69,0,0.65084142,0.65084142,0.531123218,0.65084142,0.531123218,0,0,0,0,12.67746969,294.3276159,275.1252956,396007100
1.7,0,0.648621483,0.648621483,0.528903281,0.648621483,0.528903281,0,0,0,0,12.65387749,294.1630455,275.0399579,398350300
1.71,0,0.646411346,0.646411346,0.526693143,0.646411346,0.526693143,0,0,0,0,12.63027416,293.9980454,274.9542645,400693500
1.72,0,0.644210974,0.644210974,0.524492772,0.644210974,0.524492772,0,0,0,0,12.60666018,293.8326138,274.868214,403036800
1.73,0,0.642020334,0.642020334,0.522302132,0.642020334,0.522302132,0,0,0,0,12.58303608,293.6668268,274.7818661,405380000
1.74,0,0.63983929,0.63983929,0.520121087,0.63983929,0.520121087,0,0,0,0,12.55940087,293.5005935,274.6951479,407723300
1.75,0,0.637667846,0.637667846,0.517949644,0.637667846,0.517949644,0,0,0,0,12.53575573,293.3339912,274.6081209,410066500
1.76,0,0.635505735,0.635505735,0.515787533,0.635505735,0.515787533,0,0,0,0,12.51210128,293.1670217,274.5207867,412409700
1.77,0,0.633352984,0.633352984,0.513634782,0.633352984,0.513634782,0,0,0,0,12.48843708,292.9995954,274.4330746,414753000
1.78,0,0.631209525,0.631209525,0.511491323,0.631209525,0.511491323,0,0,0,0,12.46476325,292.8317884,274.3450432,417096200
1.79,0,0.629075263,0.629075263,0.509357061,0.629075263,0.509357061,0,0,0,0,12.44108066,292.6635227,274.2566326,419439400
1.8,0,0.626950071,0.626950071,0.507231868,0.626950071,0.507231868,0,0,0,0,12.4173894,292.4948706,274.1678987,421782700
1.81,0,0.624833943,0.624833943,0.505115741,0.624833943,0.505115741,0,0,0,0,12.39368928,292.325825,274.0788351,424125900
1.82,0,0.622726844,0.622726844,0.503008642,0.622726844,0.503008642,0,0,0,0,12.36998075,292.1563076,273.9893806,426469200
1.83,0,0.620628586,0.620628586,0.500910384,0.620628586,0.500910384,0,0,0,0,12.34626373,291.9863907,273.8995911,428812400
1.84,0,0.618539123,0.618539123,0.498820921,0.618539123,0.498820921,0,0,0,0,12.32253893,291.8160728,273.8094658,431155600
1.85,0,0.616458389,0.616458389,0.496740187,0.616458389,0.496740187,0,0,0,0,12.29880669,291.645276,273.7189435,433498900
1.86,0,0.614386307,0.614386307,0.494668105,0.614386307,0.494668105,0,0,0,0,12.27506613,291.4740649,273.6280729,435842100
1.87,0,0.612322861,0.612322861,0.492604659,0.612322861,0.492604659,0,0,0,0,12.25131792,291.3023638,273.5367949,438185300
1.88,0,0.610267935,0.610267935,0.490549733,0.610267935,0.490549733,0,0,0,0,12.22756269,291.1303246,273.4452291,440528600
1.89,0,0.608221502,0.608221502,0.4885033,0.608221502,0.4885033,0,0,0,0,12.20380043,290.9577908,273.3532517,442871800
1.9,0,0.606183507,0.606183507,0.486465304,0.606183507,0.486465304,0,0,0,0,12.18003106,290.7848336,273.2609181,445215000
1.91,0,0.604153791,0.604153791,0.484435588,0.604153791,0.484435588,0,0,0,0,12.15625489,290.6113761,273.1681672,447558300
1.92,0,0.602132399,0.602132399,0.482414197,0.602132399,0.482414197,0,0,0,0,12.13247183,290.4374858,273.0750516,449901500
1.93,0,0.600119176,0.600119176,0.480400973,0.600119176,0.480400973,0,0,0,0,12.10868196,290.2631627,272.9815704,452244700
1.94,0,0.598114083,0.598114083,0.478395881,0.598114083,0.478395881,0,0,0,0,12.0848862,290.0883324,272.8876657,454588000
1.95,0,0.596052515,0.596052515,0.476334313,0.596052515,0.476334313,0,0,0,0,12.06261857,289.9253281,272.8052475,456931200
1.96,0,0.593961075,0.593961075,0.474242873,0.593961075,0.474242873,0,0,0,0,12.04083912,289.7657863,272.72624,459274500
1.97,0,0.591876893,0.591876893,0.472158691,0.591876893,0.472158691,0,0,0,0,12.01860968,289.6021933,272.6433806,461617700
1.98,0,0.589799799,0.589799799,0.469774471,0.589799799,0.469774471,0,0,0,0,11.99595997,289.4347492,272.5568678,463961000
1.99,0,0.587729663,0.587729663,0.46739721,0.587729663,0.46739721,0,0,0,0,11.97291701,289.2635595,272.4668215,466304200
2,0,0.5856665,0.5856665,0.465026921,0.5856665,0.465026921,0,0,0,0,11.94950203,289.088911,272.3734971,468647400
2.01,0,0.58385154,0.58385154,0.462904836,0.58385154,0.462904836,0,0,0,0,11.92574196,288.9108364,272.2769565,470990700
2.02,0,0.582033215,0.582033215,0.460779385,0.582033215,0.460779385,0,0,0,0,11.90166268,288.7296618,272.1774928,473333900
2.03,0,0.580223922,0.580223922,0.458662967,0.580223922,0.458662967,0,0,0,0,11.87727787,288.5453928,272.075128,475677100
2.04,0,0.578423551,0.578423551,0.456555471,0.578423551,0.456555471,0,0,0,0,11.85261363,288.3582127,271.9700423,478020400
2.05,0,0.576632048,0.576632048,0.454456842,0.576632048,0.454456842,0,0,0,0,11.82769185,288.1682722,271.8623841,480363600
2.06,0,0.574849408,0.574849408,0.452367076,0.574849408,0.452367076,0,0,0,0,11.80252164,287.9756182,271.7522017,482706800
2.07,0,0.573075656,0.573075656,0.450286199,0.573075656,0.450286199,0,0,0,0,11.777129,287.7805154,271.6397398,485050000
2.08,0,0.571310614,0.571310614,0.448214031,0.571310614,0.448214031,0,0,0,0,11.75152348,287.5829409,271.5249919,487393300
2.09,0,0.569554393,0.569554393,0.446150685,0.569554393,0.446150685,0,0,0,0,11.72572239,287.3830892,271.4081349,489736500
2.1,0,0.567806814,0.567806814,0.44409598,0.567806814,0.44409598,0,0,0,0,11.69974302,287.1810106,271.2892309,492079800
2.11,0,0.566067825,0.566067825,0.442049865,0.566067825,0.442049865,0,0,0,0,11.67359496,286.9767614,271.1683364,494423000
2.12,0,0.564337577,0.564337577,0.440012492,0.564337577,0.440012492,0,0,0,0,11.64729553,286.7705412,271.0456323,496766200
