Hole Diameter (in),Number of Holes,Annulus Thickness (in),TMR,LMR,Spray Half Angle,Nominal Radial Velocity,Nominal Annulus Velocity,Throttled Radial Velocity,Throttled Annulus Velocity,Throttled Pressure Drop,Shaft Radius,Shaft Length
0.031,66,0.017,1.03681265607503,1.20159823144678,63.6750702699047,933.309477863398,1080.20611715511,443.481768367576,513.282818185989,19.7564196211934,0.375,0.75
