0,0
0,0.824512742604986
0.01,1.6492373669725
0.02,2.4741737748171
0.03,3.29932186765528
0.04,4.12468154680545
0.05,4.95025271338775
0.06,5.77603526832399
0.07,6.60203262711519
0.08,7.42824117620398
0.09,8.25466081591705
0.1,9.08129144638231
0.11,9.90813648509132
0.12,10.7351923149123
0.13,11.5624588353767
0.14,12.3899335283376
0.15,13.2176178295959
0.16,14.04551157666
0.17,14.8736181286272
0.18,15.7019338012883
0.19,16.5304619546132
0.2,17.3591989024006
0.21,18.1881480055033
0.22,19.0173055757169
0.23,19.8466749747877
0.24,20.6762525124972
0.25,21.5060415514956
0.26,22.3360419279291
0.27,23.1662499485545
0.28,23.996668977381
0.29,24.8272988497241
0.3,25.6581394006222
0.31,26.4891869327727
0.32,27.3204448120223
0.33,28.151912872578
0.34,28.9835909483701
0.35,29.8154788730517
0.36,30.6475764799988
0.37,31.47988360231
0.38,32.3124000728068
0.39,33.1451257240334
0.4,33.9780603882563
0.41,34.8112038974651
0.42,35.6445560833714
0.43,36.4781167774095
0.44,37.3118858107362
0.45,38.1458630142303
0.46,38.9800482184931
0.47,39.8144412538483
0.48,40.6490454952932
0.49,41.483857228375
0.5,42.3188762825843
0.51,43.1541024871338
0.52,43.9895392190233
0.53,44.8251827595818
0.54,45.6610329371885
0.55,46.4970931303651
0.56,47.3333596172563
0.57,48.1698357774011
0.58,49.0065178868187
0.59,49.843409326076
0.6,50.6805063690555
0.61,51.5178123973633
0.62,52.3553236827337
0.63,53.1930436078229
0.64,54.0309684422058
0.65,54.8691015695997
0.66,55.7074428166018
0.67,56.5459884495437
0.68,57.3847418537387
0.69,58.2237028549625
0.7,59.0628712787175
0.71,59.9022469502322
0.72,60.7418261303994
0.73,61.5816122072248
0.74,62.4216050051155
0.75,63.2618043482042
0.76,64.1022100603504
0.77,64.9428219651393
0.78,65.7836398858824
0.79,66.6246636456174
0.8,67.4658930671079
0.81,68.3073279728437
0.820000000000001,69.1489681850404
0.830000000000001,69.9908135256399
