0,0
0,13.655473612839
0.01,13.655473612839
0.02,13.655473612839
0.03,13.655473612839
0.04,13.655473612839
0.05,13.655473612839
0.06,13.655473612839
0.07,13.6553094359756
0.08,13.6553094359756
0.09,13.6553094359756
0.1,13.6553094359756
0.11,13.6551452607105
0.12,13.6551452607105
0.13,13.6551452607105
0.14,13.6549810870437
0.15,13.6549810870437
0.16,13.6549810870437
0.17,13.6548169149752
0.18,13.6548169149752
0.19,13.654652744505
0.2,13.654652744505
0.21,13.654488575633
0.22,13.654488575633
0.23,13.6543244083593
0.24,13.6543244083593
0.25,13.6541602426839
0.26,13.6539960786066
0.27,13.6539960786066
0.28,13.6538319161276
0.29,13.6536677552468
0.3,13.6535035959642
0.31,13.6535035959642
0.32,13.6533394382798
0.33,13.6531752821936
0.34,13.6530111277055
0.35,13.6528469748155
0.36,13.6526828235237
0.37,13.65251867383
0.38,13.6523545257344
0.39,13.652190379237
0.4,13.6520262343376
0.41,13.6518620910363
0.42,13.651697949333
0.43,13.6515338092278
0.44,13.6513696707207
0.45,13.6512055338115
0.46,13.6510413985004
0.47,13.6508772647873
0.48,13.6505490021551
0.49,13.6503848732359
0.5,13.6502207459147
0.51,13.6500566201914
0.52,13.6497283735387
0.53,13.6495642526092
0.54,13.6494001332776
0.55,13.649071899408
0.56,13.6489077848701
0.57,13.6485795605876
0.58,13.6484154508432
0.59,13.6480872361476
0.6,13.6479231311966
0.61,13.6475949260878
0.62,13.64743082593
0.63,13.6471026304077
0.64,13.6469385350431
0.65,13.6466103491071
0.66,13.6462821695618
0.67,13.6461180821856
0.68,13.6457899122262
0.69,13.6454617486574
0.7,13.6451335914789
0.71,13.6448054406907
0.72,13.6446413676929
0.73,13.64431322649
0.74,13.6439850916772
0.75,13.6436569632543
0.76,13.6433288412213
0.77,13.6430007255781
0.78,13.6426726163245
0.79,13.6423445134606
0.8,13.6420164169861
0.81,13.6416883269011
0.820000000000001,13.6413602432053
0.830000000000001,13.6410321658988
0.840000000000001,13.6407040949814
0.850000000000001,13.640376030453
0.860000000000001,13.6398839456396
0.870000000000001,13.6395558970833
0.880000000000001,13.6392278549157
0.890000000000001,13.6388998191367
0.900000000000001,13.6384077774466
