Run Description:,975in
Run date:,01-25-23-16-18-27
Outer Diameter (in),Dry mass (lbm),Wet Mass (lbm),Mass of Propellant Tanks (lbm),Burn time (s),Expected Isp (s),Max Alt (ft),Rail Speed (ft/s),Max Mach,Max Accel (g),Chamber Pressure (psi),O/F,Total Mass Flow (lbm/s),Thrust (lbf),Height of rocket (ft),Aspect Ratio,Fuel Tank Height (ft),Ox Tank Height (ft),Burnout Altitude (ft),Fuel Tank ID (in),Ox Tank ID (in),Expected C-Star (m/s),Total Throat Radius Ablation (in),Nozzle Exit Radius (in),Thrust to Weight Ratio,Fuel Tank Volume (in^3),Ox Tank Volume (in^3),Helium Tank Volume (L),Ambient Pressure at Half Burn (psi),Fuel Tank Pressure (psi),Ox Tank Pressure (psi),Ox Run Line Velocity (ft/s),Fuel Run Line Velocity (ft/s),Ox Run Line Size,Fuel Run Line Size,Exit Pressure (psi),Combustion Temperature (K),Altitude At t=10s (ft),COPV Mass (lbm),Throat Radius (in),Vehicle Return Index,FFC (%),FFC Diameter (in),Num FFC Holes
9.75,293.733660154881,492.904642674524,38.5069219854473,17,192.939449541284,52167.3344877116,109.422860493321,1.82808593697785,4.01856466119543,170,1.2,10.868075,2096.88040807339,22.5847394352385,27.796602381832,4.22706473522384,4.01600803334801,17743.4853054587,9.5,9.5,1715.04,0.1785,3.42863228947148,4.25412996050437,3371.0227265,3191.50080615385,40,11.8644317587226,335.042773932352,335.452626301844,23.9245467748363,25.2703025309208,16,16,10.5,3344.94,7297.50182249764,39.68,1.88645696453219,8,0.105,1,1
9.75,296.343936663949,506.977084183592,40.5148269924225,18,192.939449541284,56045.1127256713,107.275555137609,1.8930602212502,4.03103800061549,170,1.2,10.868075,2096.88040807339,23.0385803170499,28.3551757748307,4.46019272618472,4.23672092419855,19070.0441884373,9.5,9.5,1715.04,0.189,3.42863228947148,4.13604573755063,3569.318181,3379.23614769231,40,11.7257602082894,335.042773932352,335.452626301844,23.9245467748363,25.2703025309208,16,16,10.5,3344.94,7099.45400683896,39.68,1.88645696453219,9,0.105,1,1
9.75,298.954213173016,521.04952569266,42.5227319993976,19,192.939449541284,60220.4315173611,105.209761300731,1.95900540122717,4.05855798698871,170,1.2,10.868075,2096.88040807339,23.4924211988613,28.9137491678293,4.69332071714559,4.45743381504908,20434.9672214727,9.5,9.5,1715.04,0.1995,3.42863228947148,4.02433992293899,3767.6136355,3566.97148923077,40,11.5876852947923,335.042773932352,335.452626301844,23.9245467748363,25.2703025309208,16,16,10.5,3344.94,6911.93478931707,39.68,1.88645696453219,10,0.105,1,1
