Run Description:,asdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Run date:,09-17-22-16-19-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outer Diameter (in),Dry mass (lbm),Wet Mass (lbm),Mass of Propellant Tanks (lbm),Burn time (s),Expected Isp (s),Max Alt (ft),Rail Speed (ft/s),Max Mach,Max Accel (g),Chamber Pressure (psi),O/F,Total Mass Flow (lbm/s),Thrust (lbf),Height of rocket (ft),Aspect Ratio,Fuel Tank Height (ft),Ox Tank Height (ft),Burnout Altitude (ft),Fuel Tank ID (in),Ox Tank ID (in),Expected C-Star (m/s),Total Throat Radius Ablation (in),Nozzle Exit Radius (in),Thrust to Weight Ratio,Fuel Tank Volume (in^3),Ox Tank Volume (in^3),Helium Tank Volume (L),Ambient Pressure at Half Burn (psi),Fuel Tank Pressure (psi),Ox Tank Pressure (psi),Ox Run Line Velocity (ft/s),Fuel Run Line Velocity (ft/s),Ox Run Line Size,Fuel Run Line Size,Exit Pressure (psi),Combustion Temperature (K),Altitude At t=10s (ft),COPV Mass (lbm),Throat Radius (in),Vehicle Return Index,FFC (%),FFC Diameter (in),Num FFC Holes
10.5,274.2211832,499.1700436,32.2973946,20,191.1045872,52527.12826,103.9749058,1.927809974,-4.146108415,160,1.2,10.3725,1982.23233,22.59587472,25.82385682,4.071652463,3.870055586,21315.84719,10.3,10.3,1713.96,0.21,3.380603692,3.971056268,3785.067,3583.495385,40,11.44039895,315.2431399,315.6164666,22.83360774,24.11799817,16,16,10.5,3337.66,6757.767748,39.68,1.899065719,6373,0.105,1,1
10,272.0369822,507.9253425,34.84179227,21,191.1045872,60779.23532,102.4096494,2.069291284,4.119432692,160,1.2,10.3725,1982.23233,23.53796821,28.24556185,4.662981136,4.429153738,23192.55355,9.8,9.8,1713.96,0.2205,3.380603692,3.902605687,3974.32035,3762.670154,40,11.27071886,315.2431399,315.6164666,22.83360774,24.11799817,16,16,10.5,3337.66,6661.919711,39.68,1.899065719,6376,0.105,1,1
9.5,268.7321596,504.6205199,36.1621272,21,191.1045872,65708.49822,103.3454026,2.144481055,4.369101437,160,1.2,10.3725,1982.23233,24.24567076,30.62611043,5.133908383,4.874262375,23670.52577,9.3,9.3,1713.96,0.2205,3.380603692,3.928164337,3974.32035,3762.670154,40,11.24305883,315.2431399,315.6164666,22.83360774,24.11799817,16,16,10.5,3337.66,6718.882656,39.68,1.899065719,6377,0.105,1,1
10.5,276.0531293,511.9414896,33.70658388,21,191.1045872,56327.19747,102.1689769,1.992308902,-4.083237896,160,1.2,10.3725,1982.23233,22.96434901,26.24497029,4.26092953,4.04925281,22688.64461,10.3,10.3,1713.96,0.2205,3.380603692,3.871990004,3974.32035,3762.670154,40,11.30223678,315.2431399,315.6164666,22.83360774,24.11799817,16,16,10.5,3337.66,6596.853421,39.68,1.899065719,6378,0.105,1,1
11,280.7739437,516.662304,32.73327879,21,191.1045872,52346.96304,101.7333047,1.914667745,-4.230106075,160,1.2,10.3725,1982.23233,22.50056746,24.5460736,3.915299092,3.722768371,22165.36428,10.8,10.8,1713.96,0.2205,3.380603692,3.8366111,3974.32035,3762.670154,40,11.33735604,315.2431399,315.6164666,22.83360774,24.11799817,16,16,10.5,3337.66,6524.40142,39.68,1.899065719,6379,0.105,1,1
10,273.9633395,520.7911998,36.32360554,22,191.1045872,65282.27294,100.6283414,2.137488885,4.174500033,160,1.2,10.3725,1982.23233,23.94500109,28.7340013,4.872064894,4.627102858,24617.75321,9.8,9.8,1713.96,0.231,3.380603692,3.806193982,4163.5737,3941.844923,40,11.13296781,315.2431399,315.6164666,22.83360774,24.11799817,16,16,10.5,3337.66,6503.850262,39.68,1.899065719,6381,0.105,1,1
9.5,270.7631869,517.5910472,37.72445585,22,191.1045872,70701.19329,101.5046625,2.215578813,4.418496219,160,1.2,10.3725,1982.23233,24.69764714,31.19702797,5.366078624,5.09406852,25127.59214,9.3,9.3,1713.96,0.231,3.380603692,3.829726849,4163.5737,3941.844923,40,11.10447094,315.2431399,315.6164666,22.83360774,24.11799817,16,16,10.5,3337.66,6556.167118,39.68,1.899065719,6382,0.105,1,1
10.5,277.8850754,524.7129357,35.11577315,22,191.1045872,60367.30927,100.4197818,2.057314914,-4.008708448,160,1.2,10.3725,1982.23233,23.3328233,26.66608377,4.450206598,4.228450033,24079.27737,10.3,10.3,1713.96,0.231,3.380603692,3.77774626,4163.5737,3941.844923,40,11.1654288,315.2431399,315.6164666,22.83360774,24.11799817,16,16,10.5,3337.66,6443.604568,39.68,1.899065719,6383,0.105,1,1
11,282.5202997,529.34816,34.07662956,22,191.1045872,55960.38743,100.0195396,1.9762424,-4.150322065,160,1.2,10.3725,1982.23233,22.83571353,24.91168749,4.087456192,3.885757341,23519.32737,10.8,10.8,1713.96,0.231,3.380603692,3.744666517,4163.5737,3941.844923,40,11.2017418,315.2431399,315.6164666,22.83360774,24.11799817,16,16,10.5,3337.66,6376.113987,39.68,1.899065719,6384,0.105,1,1
10,270.9667837,500.7776441,34.01856267,20,191.1045872,58324.56808,105.759959,2.044316196,4.199863761,160,1.2,10.603,2026.281938,23.31183883,27.9742066,4.546823493,4.319182005,22115.70062,9.8,9.8,1713.96,0.21,3.417959563,4.046270758,3869.1796,3663.128615,40,11.37808606,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6901.238387,39.68,1.920050508,6406,0.105,1,1
9.5,267.6038112,497.4146715,35.29416685,20,191.1045872,63005.29196,105.8028901,2.117625542,4.467774382,160,1.2,10.603,2026.281938,23.99457277,30.30893402,5.004924917,4.75214785,22565.73854,9.3,9.3,1713.96,0.21,3.417959563,4.073627204,3869.1796,3663.128615,40,11.35148501,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6962.979775,39.68,1.920050508,6407,0.105,1,1
10.5,275.0353815,504.8462418,32.92370095,20,191.1045872,54108.10971,104.5877859,1.969286265,-4.18397326,160,1.2,10.603,2026.281938,22.75964107,26.01101836,4.155775604,3.949698797,21641.21371,10.3,10.3,1713.96,0.21,3.417959563,4.013661527,3869.1796,3663.128615,40,11.40856933,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6831.093569,39.68,1.920050508,6408,0.105,1,1
11,279.8037459,509.6146062,31.98697282,20,191.1045872,50343.79368,104.1503402,1.893622892,-4.332668686,160,1.2,10.603,2026.281938,22.3143752,24.34295477,3.819656259,3.632218943,21148.49259,10.8,10.8,1713.96,0.21,3.417959563,3.976106479,3869.1796,3663.128615,40,11.44224841,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6753.326282,39.68,1.920050508,6409,0.105,1,1
10,272.9359489,513.9294093,35.53330513,21,191.1045872,62780.95452,103.8681617,2.114110335,4.252666806,160,1.2,10.603,2026.281938,23.72791688,28.47350026,4.760553556,4.521529994,23545.20604,9.8,9.8,1713.96,0.2205,3.417959563,3.942724236,4062.63858,3846.285046,40,11.23772972,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6731.291546,39.68,1.920050508,6411,0.105,1,1
9.5,269.6799723,510.6734327,36.8912139,21,191.1045872,67956.02403,103.8800486,2.190452506,4.514540588,160,1.2,10.603,2026.281938,24.45659307,30.89253862,5.242254496,4.976838576,24027.36996,9.3,9.3,1713.96,0.2205,3.417959563,3.96786245,4062.63858,3846.285046,40,11.21027522,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6787.893669,39.68,1.920050508,6412,0.105,1,1
10.5,276.9080375,517.9014978,34.36420554,21,191.1045872,58102.62049,102.7623746,2.035776827,-4.115182866,160,1.2,10.603,2026.281938,23.13630368,26.44148992,4.349258828,4.132878181,23036.1426,10.3,10.3,1713.96,0.2205,3.417959563,3.912485186,4062.63858,3846.285046,40,11.26903241,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6666.481052,39.68,1.920050508,6413,0.105,1,1
11,281.5889098,522.5823701,33.36017582,21,191.1045872,53919.41534,102.3624748,1.956652372,-4.258840935,160,1.2,10.603,2026.281938,22.65696896,24.71669341,3.995639072,3.79882989,22507.06855,10.8,10.8,1713.96,0.2205,3.417959563,3.877440292,4062.63858,3846.285046,40,11.30406813,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6594.188393,39.68,1.920050508,6414,0.105,1,1
11.5,286.9767465,527.9702068,32.50171405,21,191.1045872,50199.50535,101.773786,1.87763829,-4.384440489,160,1.2,10.603,2026.281938,22.27048722,23.23876927,3.689715824,3.509938058,21963.61525,11.3,11.3,1713.96,0.2205,3.417959563,3.837871743,4062.63858,3846.285046,40,11.34244082,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6515.104235,39.68,1.920050508,6415,0.105,1,1
10,274.9051141,527.0811745,37.04804759,22,191.1045872,67522.62393,102.0388181,2.18433437,4.308463336,160,1.2,10.603,2026.281938,24.14399494,28.97279392,4.97428362,4.723877983,24992.98314,9.8,9.8,1713.96,0.231,3.417959563,3.844345114,4256.09756,4029.441477,40,11.09863985,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6569.727903,39.68,1.920050508,6416,0.105,1,1
9.5,271.7561335,523.9321938,38.48826096,22,191.1045872,73210.44898,102.0220978,2.263563802,4.564140744,160,1.2,10.603,2026.281938,24.91861338,31.47614321,5.479584075,5.201529302,25507.01155,9.3,9.3,1713.96,0.231,3.417959563,3.867450715,4256.09756,4029.441477,40,11.07062973,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6621.633201,39.68,1.920050508,6417,0.105,1,1
10.5,278.7806934,530.9567537,35.80471013,22,191.1045872,62355.40103,100.9951915,2.102807123,4.047247165,160,1.2,10.603,2026.281938,23.51296628,26.87196147,4.542742053,4.316057565,24449.30498,10.3,10.3,1713.96,0.231,3.417959563,3.816284327,4256.09756,4029.441477,40,11.1310198,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6509.797356,39.68,1.920050508,6418,0.105,1,1
11,283.3740737,535.550134,34.73337882,22,191.1045872,57719.232,100.6301356,2.020184357,-4.188260579,160,1.2,10.603,2026.281938,22.99956272,25.09043206,4.171621885,3.965440838,23883.17703,10.8,10.8,1713.96,0.231,3.417959563,3.783552293,4256.09756,4029.441477,40,11.16710268,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6442.532871,39.68,1.920050508,6419,0.105,1,1
11.5,288.6822282,540.8582885,33.81362308,22,191.1045872,53596.6778,100.0795263,1.937654276,-4.3161035,160,1.2,10.603,2026.281938,22.5834337,23.56532212,3.850469488,3.662130876,23301.52348,11.3,11.3,1713.96,0.231,3.417959563,3.746419313,4256.09756,4029.441477,40,11.20677728,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6368.585226,39.68,1.920050508,6420,0.105,1,1
10,276.8742793,540.2329397,38.56279005,23,191.1045872,72556.7767,100.2673516,2.255030801,4.366279595,160,1.2,10.603,2026.281938,24.56007299,29.47208759,5.188013683,4.926225973,26457.74199,9.8,9.8,1713.96,0.2415,3.417959563,3.750755996,4449.55654,4212.597908,40,10.96135949,315.3664118,315.7565152,23.34102124,24.65395369,16,16,10.5,3337.66,6415.96037,39.68,1.920050508,6421,0.105,1,1
10,271.8229425,506.4958028,34.67714635,20,191.1045872,60154.42814,106.2896959,2.087046399,4.3436758,160,1.2,10.8335,2070.331545,23.49274233,28.1912908,4.639749607,4.407159392,22441.82737,9.8,9.8,1713.96,0.21,3.454911551,4.087559133,3953.2922,3742.761846,40,11.3471035,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6972.900611,39.68,1.940808414,6441,0.105,1,1
9.5,268.5064899,503.1793502,35.98853513,20,191.1045872,65062.90267,106.2966592,2.161467795,4.604186881,160,1.2,10.8335,2070.331545,24.19545116,30.56267515,5.10811169,4.84983947,22895.86517,9.3,9.3,1713.96,0.21,3.454911551,4.114500215,3953.2922,3742.761846,40,11.32070218,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,7034.303276,39.68,1.940808414,6442,0.105,1,1
10.5,275.8495797,510.5224401,33.55000729,20,191.1045872,55730.76559,105.1407127,2.010733813,-4.220366418,160,1.2,10.8335,2070.331545,22.92340742,26.19817991,4.239898745,4.029342007,21962.68957,10.3,10.3,1713.96,0.21,3.454911551,4.05531938,3953.2922,3742.761846,40,11.37737793,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6902.977292,39.68,1.940808414,6443,0.105,1,1
11,280.5799041,515.2527644,32.5840176,20,191.1045872,51781.06792,104.7394665,1.933648167,-4.373775863,160,1.2,10.8335,2070.331545,22.46332901,24.50544983,3.896170525,3.704658486,21464.45977,10.8,10.8,1713.96,0.21,3.454911551,4.018089155,3953.2922,3742.761846,40,11.41098245,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6825.319183,39.68,1.940808414,6444,0.105,1,1
10,273.8349157,519.933476,36.22481799,21,191.1045872,64838.26483,104.3800974,2.158829968,4.396789144,160,1.2,10.8335,2070.331545,23.91786556,28.70143867,4.858125977,4.61390625,23893.35076,9.8,9.8,1713.96,0.2205,3.454911551,3.981916227,4150.95681,3929.899938,40,11.20551824,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6799.231635,39.68,1.940808414,6446,0.105,1,1
9.5,270.627785,516.7263454,37.62030061,21,191.1045872,70264.48977,104.3567725,2.236277299,4.651510208,160,1.2,10.8335,2070.331545,24.66751538,31.1589668,5.350600608,5.079414777,24379.47563,9.3,9.3,1713.96,0.2205,3.454911551,4.006630518,4150.95681,3929.899938,40,11.1782671,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6855.454247,39.68,1.940808414,6447,0.105,1,1
10.5,277.7629456,523.8615059,35.0218272,21,191.1045872,59927.41803,103.2974283,2.079215898,-4.149249635,160,1.2,10.8335,2070.331545,23.30825835,26.63800954,4.437588127,4.216503552,23379.49449,10.3,10.3,1713.96,0.2205,3.454911551,3.952058934,4150.95681,3929.899938,40,11.23660807,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6734.695229,39.68,1.940808414,6448,0.105,1,1
11,282.4038759,528.5024362,33.98707284,21,191.1045872,55531.39369,102.9331067,1.998566649,-4.294825057,160,1.2,10.8335,2070.331545,22.81337046,24.88731323,4.075979052,3.87489141,22844.50599,10.8,10.8,1713.96,0.2205,3.454911551,3.91735478,4150.95681,3929.899938,40,11.27156216,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6662.587313,39.68,1.940808414,6449,0.105,1,1
11.5,287.7553359,533.8538963,33.10062904,21,191.1045872,51628.31842,102.3800535,1.918043853,-4.426368158,160,1.2,10.8335,2070.331545,22.41335409,23.38784774,3.763103366,3.579417388,22294.92788,11.3,11.3,1713.96,0.2205,3.454911551,3.878086419,4150.95681,3929.899938,40,11.30970457,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6583.596205,39.68,1.940808414,6450,0.105,1,1
10,275.8468888,533.3711491,37.77248964,22,191.1045872,69827.00233,102.5344723,2.231063246,4.452912637,160,1.2,10.8335,2070.331545,24.34298879,29.21158655,5.076502346,4.820653109,25363.44297,9.8,9.8,1713.96,0.231,3.454911551,3.881596424,4348.62142,4117.038031,40,11.06536691,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6634.207435,39.68,1.940808414,6451,0.105,1,1
9.5,272.7490802,530.2733405,39.25206608,22,191.1045872,75790.04507,102.4833218,2.311402913,4.710472357,160,1.2,10.8335,2070.331545,25.13957961,31.75525845,5.593089526,5.308990084,25881.36102,9.3,9.3,1713.96,0.231,3.454911551,3.904272357,4348.62142,4117.038031,40,11.03742482,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6685.686516,39.68,1.940808414,6452,0.105,1,1
10.5,279.6763115,537.2005718,36.49364711,22,191.1045872,64400.0634,101.5138128,2.148222954,4.189177545,160,1.2,10.8335,2070.331545,23.69310927,27.07783917,4.635277508,4.403665097,24814.75717,10.3,10.3,1713.96,0.231,3.454911551,3.853926547,4348.62142,4117.038031,40,11.09739066,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6574.609011,39.68,1.940808414,6453,0.105,1,1
11,284.2278477,541.7521081,35.39012808,22,191.1045872,59526.67229,101.1837145,2.064113586,-4.226780042,160,1.2,10.8335,2070.331545,23.16341191,25.26917663,4.255787578,4.045124334,24242.8249,10.8,10.8,1713.96,0.231,3.454911551,3.821547741,4348.62142,4117.038031,40,11.13324611,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6507.591009,39.68,1.940808414,6454,0.105,1,1
11.5,289.4978934,547.0221537,34.44105783,22,191.1045872,55192.95662,100.6682225,1.979946607,-4.353184557,160,1.2,10.8335,2070.331545,22.73310375,23.72149957,3.927351674,3.734918745,23654.65781,11.3,11.3,1713.96,0.231,3.454911551,3.784730712,4348.62142,4117.038031,40,11.17282332,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6433.806282,39.68,1.940808414,6455,0.105,1,1
10,277.8588619,546.8088223,39.32016128,23,191.1045872,75127.50898,100.7480659,2.303798779,4.510993349,160,1.2,10.8335,2070.331545,24.76811202,29.72173442,5.294878715,5.027399967,26850.6653,9.8,9.8,1713.96,0.2415,3.454911551,3.786207283,4546.28603,4304.176123,40,10.92677543,315.4923931,315.8996418,23.84843475,25.1899092,16,16,10.5,3337.66,6477.231597,39.68,1.940808414,6456,0.105,1,1
10,272.6791013,512.2139616,35.33573002,20,191.1045872,62033.20316,106.761393,2.129685423,4.478012459,160,1.2,11.064,2114.381152,23.67364583,28.408375,4.732675722,4.495136778,22764.15099,9.8,9.8,1713.96,0.21,3.49147248,4.127925654,4037.4048,3822.395077,40,11.31689433,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,7043.120027,39.68,1.961346641,6476,0.105,1,1
9.5,269.4091687,508.944029,36.68290342,20,191.1045872,67173.7668,106.7327963,2.20516799,4.741374868,160,1.2,11.064,2114.381152,24.39632955,30.81641628,5.211298464,4.94753109,23221.75245,9.3,9.3,1713.96,0.21,3.49147248,4.15444731,4037.4048,3822.395077,40,11.29054995,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,7104.155992,39.68,1.961346641,6477,0.105,1,1
10.5,276.663778,516.1986383,34.17631363,20,191.1045872,57395.16083,106.5841859,2.052108942,-4.258576508,160,1.2,11.064,2114.381152,23.08717377,26.38534145,4.324021886,4.108985218,22280.2726,10.3,10.3,1713.96,0.21,3.49147248,4.096061081,4037.4048,3822.395077,40,11.34696219,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,6973.451754,39.68,1.961346641,6478,0.105,1,1
11,281.3560623,520.8909226,33.18106238,20,191.1045872,53253.13527,105.2703668,1.9736162,-4.4112226,160,1.2,11.064,2114.381152,22.61228282,24.66794489,3.972684792,3.777098028,21776.84733,10.8,10.8,1713.96,0.21,3.49147248,4.059162985,4037.4048,3822.395077,40,11.38049396,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,6895.936817,39.68,1.961346641,6479,0.105,1,1
10,274.7338824,525.9375427,36.91633085,21,191.1045872,66951.39483,104.8357334,2.203422705,4.531820876,160,1.2,11.064,2114.381152,24.10781424,28.92937708,4.955698397,4.706282506,24237.15232,9.8,9.8,1713.96,0.2205,3.49147248,4.020213392,4239.27504,4013.514831,40,11.17393982,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,6865.784199,39.68,1.961346641,6481,0.105,1,1
9.5,271.5755978,522.7792581,38.34938731,21,191.1045872,72635.96786,105.7105688,2.281946783,4.798450471,160,1.2,11.064,2114.381152,24.8784377,31.42539499,5.45894672,5.181990978,24726.96237,9.3,9.3,1713.96,0.2205,3.49147248,4.044500847,4239.27504,4013.514831,40,11.14702948,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,6921.60936,39.68,1.961346641,6482,0.105,1,1
10.5,278.6178538,529.8215141,35.67944886,21,191.1045872,61799.88924,104.6917922,2.122535223,4.259481601,160,1.2,11.064,2114.381152,23.48021301,26.83452916,4.525917425,4.300128923,23718.59454,10.3,10.3,1713.96,0.2205,3.49147248,3.990742346,4239.27504,4013.514831,40,11.2049587,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,6801.544229,39.68,1.961346641,6483,0.105,1,1
11,283.2188421,534.4225024,34.61396986,21,191.1045872,57188.20827,103.4470946,2.040494373,-4.334079222,160,1.2,11.064,2114.381152,22.96977196,25.05793305,4.156319031,3.950952929,23178.21631,10.8,10.8,1713.96,0.2205,3.49147248,3.956384963,4239.27504,4013.514831,40,11.23969284,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,6729.63864,39.68,1.961346641,6484,0.105,1,1
11.5,288.5339254,539.7375858,33.69954403,21,191.1045872,53091.58172,102.9295622,1.95840474,-4.465214713,160,1.2,11.064,2114.381152,22.55622096,23.53692622,3.836490908,3.648896718,22622.45867,11.3,11.3,1713.96,0.2205,3.49147248,3.917424334,4239.27504,4013.514831,40,11.27774793,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,6650.762554,39.68,1.961346641,6485,0.105,1,1
10,276.7886635,539.6611238,38.49693168,22,191.1045872,72196.47172,102.9754317,2.277650122,4.598200573,160,1.2,11.064,2114.381152,24.54198264,29.45037917,5.178721072,4.917428234,25729.08352,9.8,9.8,1713.96,0.231,3.49147248,3.917979375,4441.14528,4204.634585,40,11.03272732,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,6697.335821,39.68,1.961346641,6486,0.105,1,1
10.5,280.5719296,543.4443899,37.18258408,22,191.1045872,66502.49154,102.8621588,2.193550715,4.321805518,160,1.2,11.064,2114.381152,23.87325226,27.28371687,4.727812964,4.491272628,25175.75296,10.3,10.3,1713.96,0.231,3.49147248,3.890703799,4441.14528,4204.634585,40,11.06453612,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,6638.086932,39.68,1.961346641,6488,0.105,1,1
11,285.0816218,547.9540821,36.04687734,22,191.1045872,61385.58037,101.6821688,2.108017293,-4.253472333,160,1.2,11.064,2114.381152,23.3272611,25.4479212,4.339953271,4.124807831,24598.17269,10.8,10.8,1713.96,0.231,3.49147248,3.858683093,4441.14528,4204.634585,40,11.1001668,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,6571.331366,39.68,1.961346641,6489,0.105,1,1
11.5,290.3135585,553.1860189,35.06849258,22,191.1045872,56833.49919,101.2015605,2.022259372,-4.390674883,160,1.2,11.064,2114.381152,22.88277381,23.87767702,4.004233861,3.807706614,24003.55146,11.3,11.3,1713.96,0.231,3.49147248,3.822188342,4441.14528,4204.634585,40,11.13950957,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,6497.72858,39.68,1.961346641,6490,0.105,1,1
11.5,281.2778306,555.8190909,36.43744114,23,191.1045872,62761.88958,100.533841,2.14914424,-4.482978711,160,1.2,11.064,2114.381152,23.59682666,24.62277564,4.171976815,3.966516511,25983.29691,11.3,11.3,1713.96,0.2415,3.49147248,3.804081556,4643.01552,4395.754338,69,10.93815644,315.6210836,316.0458464,24.35584825,25.72586472,16,16,10.5,3337.66,6468.60286,30.7,1.961346641,6495,0.105,1,1
10,273.5352601,517.9321204,35.9943137,20,191.1045872,63959.01924,107.1770337,2.172168059,4.613249671,160,1.2,11.2945,2158.43076,23.85454933,28.6254592,4.825601837,4.583114165,23082.15272,9.8,9.8,1713.96,0.21,3.527654508,4.167400852,4121.5174,3902.028308,40,11.28731316,315.7524834,316.195129,24.86326176,26.26182023,16,16,10.5,3337.66,7111.928616,39.68,1.981672019,6511,0.105,1,1
9.5,270.3118475,514.7087078,37.37727171,20,191.1045872,69339.21723,108.0927099,2.248694421,4.888967091,160,1.2,11.2945,2158.43076,24.59720795,31.07015741,5.314485237,5.04522271,23543.39788,9.3,9.3,1713.96,0.21,3.527654508,4.193499599,4121.5174,3902.028308,40,11.26116501,315.7524834,316.195129,24.86326176,26.26182023,16,16,10.5,3337.66,7172.579032,39.68,1.981672019,6512,0.105,1,1
10.5,277.4779762,521.8748366,34.80261998,20,191.1045872,59101.52253,107.0353578,2.093402137,4.332286753,160,1.2,11.2945,2158.43076,23.25094012,26.572503,4.408145027,4.188628428,22594.04765,10.3,10.3,1713.96,0.21,3.527654508,4.135916523,4121.5174,3902.028308,40,11.31717636,315.7524834,316.195129,24.86326176,26.26182023,16,16,10.5,3337.66,7042.548461,39.68,1.981672019,6513,0.105,1,1
11,282.1322205,526.5290809,33.77810716,20,191.1045872,54762.71594,106.6943255,2.01356563,-4.447293699,160,1.2,11.2945,2158.43076,22.76123663,24.83043996,4.049199058,3.84953757,22085.61019,10.8,10.8,1713.96,0.21,3.527654508,4.099357164,4121.5174,3902.028308,40,11.35049551,315.7524834,316.195129,24.86326176,26.26182023,16,16,10.5,3337.66,6965.213778,39.68,1.981672019,6514,0.105,1,1
11.5,287.4958061,531.8926664,32.90099071,20,191.1045872,50912.86737,105.2235686,1.933718891,-4.584068059,160,1.2,11.2945,2158.43076,22.3657318,23.33815492,3.738640852,3.556257611,21562.57458,11.3,11.3,1713.96,0.21,3.527654508,4.058019401,4121.5174,3902.028308,40,11.38701153,315.7524834,316.195129,24.86326176,26.26182023,16,16,10.5,3337.66,6880.67121,39.68,1.981672019,6515,0.105,1,1
10,275.6328491,531.9416094,37.60784372,21,191.1045872,69122.17673,105.2369434,2.247880904,4.677711729,160,1.2,11.2945,2158.43076,24.29776291,29.1573155,5.053270817,4.798658762,24576.55359,9.8,9.8,1713.96,0.2205,3.527654508,4.05764603,4327.59327,4097.129723,40,11.14326901,315.7524834,316.195129,24.86326176,26.26182023,16,16,10.5,3337.66,6930.990505,39.68,1.981672019,6516,0.105,1,1
9.5,272.5234105,528.8321708,39.07847401,21,191.1045872,75068.27731,106.0890185,2.327413853,4.946110345,160,1.2,11.2945,2158.43076,25.08936001,31.69182317,5.567292832,5.284567179,25069.82682,9.3,9.3,1713.96,0.2205,3.527654508,4.081504263,4327.59327,4097.129723,40,11.11655751,315.7524834,316.195129,24.86326176,26.26182023,16,16,10.5,3337.66,6986.393539,39.68,1.981672019,6517,0.105,1,1
10.5,279.4727619,535.7815223,36.33707052,21,191.1045872,63724.82881,105.1277708,2.165812309,4.39222645,160,1.2,11.2945,2158.43076,23.65216768,27.03104878,4.614246723,4.383754294,24053.68903,10.3,10.3,1713.96,0.2205,3.527654508,4.028565133,4327.59327,4097.129723,40,11.17393982,315.7524834,316.195129,24.86326176,26.26182023,16,16,10.5,3337.66,6867.06766,39.68,1.981672019,6518,0.105,1,1
11,284.0338082,540.3425685,35.24086688,21,191.1045872,58888.22616,104.8230394,2.082391682,-4.371560486,160,1.2,11.2945,2158.43076,23.12617346,25.22855287,4.236659011,4.027014449,23508.17417,10.8,10.8,1713.96,0.2205,3.527654508,3.994559906,4327.59327,4097.129723,40,11.20845618,315.7524834,316.195129,24.86326176,26.26182023,16,16,10.5,3337.66,6795.385198,39.68,1.981672019,6519,0.105,1,1
