Run Description:,975engine20Cf90
Run date:,01-25-23-16-23-28
Outer Diameter (in),Dry mass (lbm),Wet Mass (lbm),Mass of Propellant Tanks (lbm),Burn time (s),Expected Isp (s),Max Alt (ft),Rail Speed (ft/s),Max Mach,Max Accel (g),Chamber Pressure (psi),O/F,Total Mass Flow (lbm/s),Thrust (lbf),Height of rocket (ft),Aspect Ratio,Fuel Tank Height (ft),Ox Tank Height (ft),Burnout Altitude (ft),Fuel Tank ID (in),Ox Tank ID (in),Expected C-Star (m/s),Total Throat Radius Ablation (in),Nozzle Exit Radius (in),Thrust to Weight Ratio,Fuel Tank Volume (in^3),Ox Tank Volume (in^3),Helium Tank Volume (L),Ambient Pressure at Half Burn (psi),Fuel Tank Pressure (psi),Ox Tank Pressure (psi),Ox Run Line Velocity (ft/s),Fuel Run Line Velocity (ft/s),Ox Run Line Size,Fuel Run Line Size,Exit Pressure (psi),Combustion Temperature (K),Altitude At t=10s (ft),COPV Mass (lbm),Throat Radius (in),Vehicle Return Index,FFC (%),FFC Diameter (in),Num FFC Holes
9.75,275.513107136746,451.759759656389,34.491111971497,15,217.056880733945,57216.4814825891,125.396892627214,2.02693646396335,4.97174916228154,170,1.2,10.868075,2358.99045908257,21.6770576716157,26.6794555958347,3.76080875330208,3.57458225164694,17624.32231842,9.5,9.5,1715.04,0.1575,3.42863228947148,5.2217808440416,2974.4318175,2816.03012307692,40,11.8434955896521,335.042773932352,335.452626301844,23.9245467748363,25.2703025309208,16,16,10.5,3344.94,8888.09453145057,39.68,1.88645696453219,1,0.105,1,1
9.75,278.123383645813,465.832201165457,36.4990169784722,16,217.056880733945,62723.9834537309,121.876264003694,2.11498369093275,4.98024014195254,170,1.2,10.868075,2358.99045908257,22.1308985534271,27.2380289888333,3.99393674426296,3.79529514249747,19179.1043362769,9.5,9.5,1715.04,0.168,3.42863228947148,5.0640347601146,3172.727272,3003.76546461538,40,11.6785272236177,335.042773932352,335.452626301844,23.9245467748363,25.2703025309208,16,16,10.5,3344.94,8629.84186795392,39.68,1.88645696453219,2,0.105,1,1
9.75,280.733660154881,479.904642674524,38.5069219854473,17,217.056880733945,68700.8583038061,119.757248994601,2.2026253788358,5.00732895279954,170,1.2,10.868075,2358.99045908257,22.5847394352385,27.796602381832,4.22706473522384,4.01600803334801,20765.5864314963,9.5,9.5,1715.04,0.1785,3.42863228947148,4.91553998297628,3371.0227265,3191.50080615385,40,11.5138514189387,335.042773932352,335.452626301844,23.9245467748363,25.2703025309208,16,16,10.5,3344.94,8385.90866718317,39.68,1.88645696453219,3,0.105,1,1
9.75,283.343936663949,493.977084183592,40.5148269924225,18,217.056880733945,74992.4943353913,117.722474760763,2.28836722566825,5.03986270633579,170,1.2,10.868075,2358.99045908257,23.0385803170499,28.3551757748307,4.46019272618472,4.23672092419855,22358.0521199069,9.5,9.5,1715.04,0.189,3.42863228947148,4.77550585768838,3569.318181,3379.23614769231,40,11.3496474334889,335.042773932352,335.452626301844,23.9245467748363,25.2703025309208,16,16,10.5,3344.94,8155.14028294632,39.68,1.88645696453219,4,0.105,1,1
9.75,285.954213173016,508.04952569266,42.5227319993976,19,217.056880733945,81821.6330447139,115.764936952984,2.37597173176805,5.07158024173657,170,1.2,10.868075,2358.99045908257,23.4924211988613,28.9137491678293,4.69332071714559,4.45743381504908,24000.9374809643,9.5,9.5,1715.04,0.1995,3.42863228947148,4.64322933057834,3767.6136355,3566.97148923077,40,11.1865066477497,335.042773932352,335.452626301844,23.9245467748363,25.2703025309208,16,16,10.5,3344.94,7936.53510901365,39.68,1.88645696453219,5,0.105,1,1
9.75,288.564489682084,522.121967201727,44.5306370063728,20,217.056880733945,89075.6130059378,113.87836944721,2.46386630371432,5.11498696907601,170,1.2,10.868075,2358.99045908257,23.9462620806728,29.472322560828,4.92644870810647,4.67814670589962,25669.6903407223,9.5,9.5,1715.04,0.21,3.42863228947148,4.51808314391635,3965.90909,3754.70683076923,40,11.0245796149315,335.042773932352,335.452626301844,23.9245467748363,25.2703025309208,16,16,10.5,3344.94,7729.15287858064,39.68,1.88645696453219,6,0.105,1,1
