Advanced PID - 1

{Internal}Error Value
Sample based. Number of Samples : 10000, SampleRate: 1
Run  Time [s]         
000, 1.05600000E-001, -6.91971842E+003
000, 1.05800000E-001, -6.91971162E+003
000, 1.06000000E-001, -6.91970532E+003
000, 1.06200000E-001, -6.91969959E+003
000, 1.06400000E-001, -6.91969448E+003
000, 1.06600000E-001, -6.91969005E+003
000, 1.06800000E-001, -6.91968635E+003
000, 1.07000000E-001, -6.91968341E+003
000, 1.07200000E-001, -6.91968125E+003
000, 1.07400000E-001, -6.91967987E+003
000, 1.07600000E-001, -6.91967928E+003
000, 1.07800000E-001, -6.91967945E+003
000, 1.08000000E-001, -6.91968037E+003
000, 1.08200000E-001, -6.91968120E+003
000, 1.08400000E-001, -6.91968338E+003
000, 1.08600000E-001, -6.91968611E+003
000, 1.08800000E-001, -6.91968936E+003
000, 1.09000000E-001, -6.91969328E+003
000, 1.09200000E-001, -6.91969765E+003
000, 1.09400000E-001, -6.91970239E+003
000, 1.09600000E-001, -6.91970742E+003
000, 1.09800000E-001, -6.91971263E+003
000, 1.10000000E-001, -6.91971794E+003
000, 1.10200000E-001, -6.91972326E+003
000, 1.10400000E-001, -6.91972849E+003
000, 1.10600000E-001, -6.91973358E+003
000, 1.10800000E-001, -6.91973843E+003
000, 1.11000000E-001, -6.91974298E+003
000, 1.11200000E-001, -6.91974717E+003
000, 1.11400000E-001, -6.91975094E+003
000, 1.11600000E-001, -6.91975425E+003
000, 1.11800000E-001, -6.91975705E+003
000, 1.12000000E-001, -6.91975933E+003
000, 1.12200000E-001, -6.91976105E+003
000, 1.12400000E-001, -6.91976221E+003
000, 1.12600000E-001, -6.91976280E+003
000, 1.12800000E-001, -6.91976283E+003
000, 1.13000000E-001, -6.91976230E+003
000, 1.13200000E-001, -6.91976125E+003
000, 1.13400000E-001, -6.91975970E+003
000, 1.13600000E-001, -6.91975768E+003
000, 1.13800000E-001, -6.91975525E+003
000, 1.14000000E-001, -6.91975243E+003
000, 1.14200000E-001, -6.91974935E+003
000, 1.14400000E-001, -6.91974600E+003
000, 1.14600000E-001, -6.91974245E+003
000, 1.14800000E-001, -6.91973873E+003
000, 1.15000000E-001, -6.91973492E+003
000, 1.15200000E-001, -6.91973106E+003
000, 1.15400000E-001, -6.91972721E+003
000, 1.15600000E-001, -6.91972343E+003
000, 1.15800000E-001, -6.91971976E+003
000, 1.16000000E-001, -6.91971626E+003
000, 1.16200000E-001, -6.91971297E+003
000, 1.16400000E-001, -6.91970993E+003
000, 1.16600000E-001, -6.91970719E+003
000, 1.16800000E-001, -6.91970476E+003
000, 1.17000000E-001, -6.91970273E+003
000, 1.17200000E-001, -6.91970115E+003
000, 1.17400000E-001, -6.91969989E+003
000, 1.17600000E-001, -6.91969902E+003
000, 1.17800000E-001, -6.91969853E+003
000, 1.18000000E-001, -6.91969841E+003
000, 1.18200000E-001, -6.91969865E+003
000, 1.18400000E-001, -6.91969924E+003
000, 1.18600000E-001, -6.91970015E+003
000, 1.18800000E-001, -6.91970137E+003
000, 1.19000000E-001, -6.91970285E+003
000, 1.19200000E-001, -6.91970458E+003
000, 1.19400000E-001, -6.91970651E+003
000, 1.19600000E-001, -6.91970862E+003
000, 1.19800000E-001, -6.91971085E+003
000, 1.20000000E-001, -6.91971318E+003
000, 1.20200000E-001, -6.91971555E+003
000, 1.20400000E-001, -6.91971795E+003
000, 1.20600000E-001, -6.91972032E+003
000, 1.20800000E-001, -6.91972263E+003
000, 1.21000000E-001, -6.91972484E+003
000, 1.21200000E-001, -6.91972693E+003
000, 1.21400000E-001, -6.91972886E+003
000, 1.21600000E-001, -6.91973061E+003
000, 1.21800000E-001, -6.91973209E+003
000, 1.22000000E-001, -6.91973343E+003
000, 1.22200000E-001, -6.91973443E+003
000, 1.22400000E-001, -6.91973529E+003
000, 1.22600000E-001, -6.91973590E+003
000, 1.22800000E-001, -6.91973627E+003
000, 1.23000000E-001, -6.91973638E+003
000, 1.23200000E-001, -6.91973625E+003
000, 1.23400000E-001, -6.91973588E+003
000, 1.23600000E-001, -6.91973526E+003
000, 1.23800000E-001, -6.91973442E+003
000, 1.24000000E-001, -6.91973337E+003
000, 1.24200000E-001, -6.91973214E+003
000, 1.24400000E-001, -6.91973073E+003
000, 1.24600000E-001, -6.91972918E+003
000, 1.24800000E-001, -6.91972750E+003
000, 1.25000000E-001, -6.91972574E+003
000, 1.25200000E-001, -6.91972391E+003
000, 1.25400000E-001, -6.91972203E+003
000, 1.25600000E-001, -6.91972015E+003
000, 1.25800000E-001, -6.91971834E+003
000, 1.26000000E-001, -6.91971677E+003
000, 1.26200000E-001, -6.91971511E+003
000, 1.26400000E-001, -6.91971355E+003
000, 1.26600000E-001, -6.91971207E+003
000, 1.26800000E-001, -6.91971070E+003
000, 1.27000000E-001, -6.91970945E+003
000, 1.27200000E-001, -6.91970834E+003
000, 1.27400000E-001, -6.91970738E+003
000, 1.27600000E-001, -6.91970657E+003
000, 1.27800000E-001, -6.91970594E+003
000, 1.28000000E-001, -6.91970547E+003
